strain	virus	gisaid_epi_isl	date	region	country	division
hCoV-19/Argentina/PAIS-A0004/2020	betacoronavirus	EPI_ISL_430796	2020-03-27	South America	Argentina	Ciudad Autonoma de Buenos Aires
hCoV-19/Argentina/PAIS-A0221/2020	betacoronavirus	EPI_ISL_792302	2020-03-25	South America	Argentina	Ciudad Autonoma de Buenos Aires
hCoV-19/Argentina/PAIS-A0001/2020	betacoronavirus	EPI_ISL_430793	2020-03-01	South America	Argentina	Ciudad Autonoma de Buenos Aires
hCoV-19/Argentina/PAIS-G0073/2020	betacoronavirus	EPI_ISL_1396011	2020-06-18	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0072/2020	betacoronavirus	EPI_ISL_1396052	2020-06-16	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0071/2020	betacoronavirus	EPI_ISL_1396006	2020-04-29	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0018/2020	betacoronavirus	EPI_ISL_792542	2020-04-10	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0006/2020	betacoronavirus	EPI_ISL_792530	2020-04-09	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0005/2020	betacoronavirus	EPI_ISL_792529	2020-04-05	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0012/2020	betacoronavirus	EPI_ISL_792536	2020-04-05	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0014/2020	betacoronavirus	EPI_ISL_792538	2020-04-02	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0004/2020	betacoronavirus	EPI_ISL_792528	2020-03-31	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0013/2020	betacoronavirus	EPI_ISL_792537	2020-03-31	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0016/2020	betacoronavirus	EPI_ISL_792540	2020-03-26	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0007/2020	betacoronavirus	EPI_ISL_792531	2020-03-23	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-G0003/2020	betacoronavirus	EPI_ISL_792527	2020-03-23	South America	Argentina	Cordoba
hCoV-19/Argentina/PAIS-C0163/2020	betacoronavirus	EPI_ISL_7955530	2020-06-09	South America	Argentina	Merlo
hCoV-19/Argentina/PAIS-C0169/2020	betacoronavirus	EPI_ISL_7955478	2020-06-18	South America	Argentina	Morón
hCoV-19/Argentina/PAIS-F0030/2020	betacoronavirus	EPI_ISL_964915	2020-06-30	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-F0020/2020	betacoronavirus	EPI_ISL_964905	2020-06-17	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-F0011/2020	betacoronavirus	EPI_ISL_964897	2020-06-15	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-F0009/2020	betacoronavirus	EPI_ISL_964895	2020-06-10	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-F0006/2020	betacoronavirus	EPI_ISL_964892	2020-05-25	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-F0002/2020	betacoronavirus	EPI_ISL_964888	2020-05-24	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0053/2020	betacoronavirus	EPI_ISL_792495	2020-04-19	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0052/2020	betacoronavirus	EPI_ISL_792494	2020-04-10	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0048/2020	betacoronavirus	EPI_ISL_792490	2020-04-03	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0046/2020	betacoronavirus	EPI_ISL_792488	2020-04-03	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0043/2020	betacoronavirus	EPI_ISL_792485	2020-04-01	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0042/2020	betacoronavirus	EPI_ISL_792484	2020-03-30	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-D0039/2020	betacoronavirus	EPI_ISL_792481	2020-03-28	South America	Argentina	Neuquen
hCoV-19/Argentina/PAIS-F0048/2020	betacoronavirus	EPI_ISL_981046	2020-06-19	South America	Argentina	Rio Negro
hCoV-19/Argentina/PAIS-E0026/2020	betacoronavirus	EPI_ISL_792517	2020-06-26	South America	Argentina	Santa Fe
hCoV-19/Argentina/PAIS-E0019/2020	betacoronavirus	EPI_ISL_792513	2020-06-23	South America	Argentina	Santa Fe
hCoV-19/Argentina/PAIS-E0023/2020	betacoronavirus	EPI_ISL_792515	2020-06-10	South America	Argentina	Santa Fe
hCoV-19/Argentina/PAIS-E0032/2020	betacoronavirus	EPI_ISL_792520	2020-06-03	South America	Argentina	Santa Fe
hCoV-19/Argentina/PAIS-D0028/2020	betacoronavirus	EPI_ISL_792470	2020-05-26	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0002/2020	betacoronavirus	EPI_ISL_792444	2020-04-27	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0006/2020	betacoronavirus	EPI_ISL_792448	2020-04-23	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0030/2020	betacoronavirus	EPI_ISL_792472	2020-04-16	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0019/2020	betacoronavirus	EPI_ISL_792461	2020-04-15	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0001/2020	betacoronavirus	EPI_ISL_792443	2020-04-07	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0013/2020	betacoronavirus	EPI_ISL_792455	2020-04-01	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0031/2020	betacoronavirus	EPI_ISL_792473	2020-04-01	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0027/2020	betacoronavirus	EPI_ISL_792469	2020-04-01	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0029/2020	betacoronavirus	EPI_ISL_792471	2020-03-30	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0018/2020	betacoronavirus	EPI_ISL_792460	2020-03-30	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0012/2020	betacoronavirus	EPI_ISL_792454	2020-03-29	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0025/2020	betacoronavirus	EPI_ISL_792467	2020-03-26	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/PAIS-D0003/2020	betacoronavirus	EPI_ISL_792445	2020-03-21	South America	Argentina	Tierra del Fuego
hCoV-19/Argentina/Heritas_HG019/2020	betacoronavirus	EPI_ISL_476573	2020-05-22	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0147/2020	betacoronavirus	EPI_ISL_1396073	2020-04-28	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0144/2020	betacoronavirus	EPI_ISL_1396074	2020-04-26	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0120/2020	betacoronavirus	EPI_ISL_1396077	2020-04-22	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0134/2020	betacoronavirus	EPI_ISL_1396085	2020-04-20	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0122/2020	betacoronavirus	EPI_ISL_1396083	2020-04-19	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0137/2020	betacoronavirus	EPI_ISL_1396080	2020-04-14	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0117/2020	betacoronavirus	EPI_ISL_1396088	2020-04-10	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0131/2020	betacoronavirus	EPI_ISL_1396064	2020-04-09	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0136/2020	betacoronavirus	EPI_ISL_1396086	2020-04-08	South America	Argentina	Tucuman
hCoV-19/Argentina/PAIS-G0119/2020	betacoronavirus	EPI_ISL_1396076	2020-03-31	South America	Argentina	Tucuman
hCoV-19/Aruba/AW-RIVM-10122/2020	betacoronavirus	EPI_ISL_547449	2020-03-22	Caribbean	Aruba	NA
hCoV-19/Aruba/AW-RIVM-10115/2020	betacoronavirus	EPI_ISL_547448	2020-03-20	Caribbean	Aruba	NA
hCoV-19/Aruba/AW-RIVM-10326/2020	betacoronavirus	EPI_ISL_636513	2020-03-20	Caribbean	Aruba	NA
hCoV-19/Aruba/AW-RIVM-10114/2020	betacoronavirus	EPI_ISL_547447	2020-03-18	Caribbean	Aruba	NA
hCoV-19/Aruba/AW-RIVM-10113/2020	betacoronavirus	EPI_ISL_547446	2020-03-17	Caribbean	Aruba	NA
hCoV-19/Aruba/AW-RIVM-10101/2020	betacoronavirus	EPI_ISL_547445	2020-03-13	Caribbean	Aruba	NA
hCoV-19/Belize/un-CDC-3595772-001/2020	betacoronavirus	EPI_ISL_509714	2020-04-09	Central America	Belize	Belmopan
hCoV-19/Belize/un-CDC-3595771-001/2020	betacoronavirus	EPI_ISL_509713	2020-03-27	Central America	Belize	Belmopan
hCoV-19/Belize/un-CDC-3595766-001/2020	betacoronavirus	EPI_ISL_509712	2020-03-01	Central America	Belize	Belmopan
hCoV-19/Belize/un-CDC-3595760-001/2020	betacoronavirus	EPI_ISL_509711	2020-03-20	Central America	Belize	NA
hCoV-19/Bolivia/26953/2020	betacoronavirus	EPI_ISL_837550	2020-05-03	South America	Bolivia	Beni
hCoV-19/Bolivia/26954/2020	betacoronavirus	EPI_ISL_837572	2020-03-11	South America	Bolivia	Oruro
hCoV-19/Bolivia/26958/2020	betacoronavirus	EPI_ISL_837576	2020-03-31	South America	Bolivia	Pando
hCoV-19/Bolivia/SAN-UPCH-1066/2020	betacoronavirus	EPI_ISL_5147858	2020-06-25	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1067/2020	betacoronavirus	EPI_ISL_5147843	2020-06-18	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1068/2020	betacoronavirus	EPI_ISL_5147852	2020-06-18	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1069/2020	betacoronavirus	EPI_ISL_5147822	2020-06-16	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1070/2020	betacoronavirus	EPI_ISL_5147831	2020-06-16	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1071/2020	betacoronavirus	EPI_ISL_5147837	2020-06-16	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1072/2020	betacoronavirus	EPI_ISL_5147816	2020-06-15	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1074/2020	betacoronavirus	EPI_ISL_5147754	2020-06-14	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1073/2020	betacoronavirus	EPI_ISL_5147806	2020-06-14	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1075/2020	betacoronavirus	EPI_ISL_5147796	2020-05-22	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1076/2020	betacoronavirus	EPI_ISL_5148199	2020-05-22	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1077/2020	betacoronavirus	EPI_ISL_5147791	2020-05-21	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1078/2020	betacoronavirus	EPI_ISL_5148191	2020-05-21	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1080/2020	betacoronavirus	EPI_ISL_5147786	2020-05-20	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1079/2020	betacoronavirus	EPI_ISL_5147777	2020-05-19	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1081/2020	betacoronavirus	EPI_ISL_5147782	2020-05-19	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1082/2020	betacoronavirus	EPI_ISL_5148178	2020-05-19	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26943/2020	betacoronavirus	EPI_ISL_837564	2020-05-16	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26949/2020	betacoronavirus	EPI_ISL_837569	2020-05-16	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26947/2020	betacoronavirus	EPI_ISL_837567	2020-05-16	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26948/2020	betacoronavirus	EPI_ISL_837568	2020-05-15	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26944/2020	betacoronavirus	EPI_ISL_837565	2020-05-12	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26945/2020	betacoronavirus	EPI_ISL_837553	2020-05-12	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26950/2020	betacoronavirus	EPI_ISL_837570	2020-05-11	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26942/2020	betacoronavirus	EPI_ISL_837563	2020-05-10	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/SAN-UPCH-1083/2020	betacoronavirus	EPI_ISL_5148160	2020-05-09	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26946/2020	betacoronavirus	EPI_ISL_837566	2020-05-08	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26956/2020	betacoronavirus	EPI_ISL_837574	2020-05-01	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26957/2020	betacoronavirus	EPI_ISL_837575	2020-05-01	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26959/2020	betacoronavirus	EPI_ISL_837577	2020-04-28	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26952/2020	betacoronavirus	EPI_ISL_837571	2020-04-27	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26960/2020	betacoronavirus	EPI_ISL_837578	2020-04-25	South America	Bolivia	Santa Cruz
hCoV-19/Bolivia/26955/2020	betacoronavirus	EPI_ISL_837573	2020-04-20	South America	Bolivia	Tarija
hCoV-19/Brazil/AC-FIOCRUZ-34772/2020	betacoronavirus	EPI_ISL_13497927	2020-05-25	South America	Brazil	Acre
hCoV-19/Brazil/AC-IEC168034/2020	betacoronavirus	EPI_ISL_848573	2020-05-22	South America	Brazil	Acre
hCoV-19/Brazil/AC-IEC168036/2020	betacoronavirus	EPI_ISL_848574	2020-05-21	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34819/2020	betacoronavirus	EPI_ISL_13497966	2020-04-27	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34696/2020	betacoronavirus	EPI_ISL_13498145	2020-04-26	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34713/2020	betacoronavirus	EPI_ISL_13498159	2020-04-26	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34723/2020	betacoronavirus	EPI_ISL_13498169	2020-04-26	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34731/2020	betacoronavirus	EPI_ISL_13498174	2020-04-26	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34748/2020	betacoronavirus	EPI_ISL_13498187	2020-04-26	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34716/2020	betacoronavirus	EPI_ISL_13498162	2020-04-25	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34718/2020	betacoronavirus	EPI_ISL_13498164	2020-04-25	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34732/2020	betacoronavirus	EPI_ISL_13498175	2020-04-25	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34728/2020	betacoronavirus	EPI_ISL_13498207	2020-04-25	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34712/2020	betacoronavirus	EPI_ISL_13498238	2020-04-25	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34751/2020	betacoronavirus	EPI_ISL_13498190	2020-04-22	South America	Brazil	Acre
hCoV-19/Brazil/AC-FIOCRUZ-34744/2020	betacoronavirus	EPI_ISL_13498231	2020-04-21	South America	Brazil	Acre
hCoV-19/Brazil/AC-IEC162535/2020	betacoronavirus	EPI_ISL_458139	2020-03-18	South America	Brazil	Acre
hCoV-19/Brazil/AC-IEC162526/2020	betacoronavirus	EPI_ISL_848599	2020-03-18	South America	Brazil	Acre
hCoV-19/Brazil/AC-IEC162536/2020	betacoronavirus	EPI_ISL_848600	2020-03-18	South America	Brazil	Acre
hCoV-19/Brazil/AC-IEC162577/2020	betacoronavirus	EPI_ISL_848601	2020-03-18	South America	Brazil	Acre
hCoV-19/Brazil/AL-FIOCRUZ-33108/2020	betacoronavirus	EPI_ISL_1181592	2020-04-22	South America	Brazil	Alagoas
hCoV-19/Brazil/AP-IEC168190/2020	betacoronavirus	EPI_ISL_848578	2020-05-19	South America	Brazil	Amapa
hCoV-19/Brazil/AP-IEC166437/2020	betacoronavirus	EPI_ISL_848584	2020-05-01	South America	Brazil	Amapa
hCoV-19/Brazil/AP-IEC165513/2020	betacoronavirus	EPI_ISL_524784	2020-04-29	South America	Brazil	Amapa
hCoV-19/Brazil/AP-IEC164920/2020	betacoronavirus	EPI_ISL_524796	2020-04-23	South America	Brazil	Amapa
hCoV-19/Brazil/AP-IEC162966/2020	betacoronavirus	EPI_ISL_458142	2020-04-05	South America	Brazil	Amapa
hCoV-19/Brazil/AP-IEC162741/2020	betacoronavirus	EPI_ISL_458138	2020-04-03	South America	Brazil	Amapa
hCoV-19/Brazil/AM-FIOCRUZ-20892241JS/2020	betacoronavirus	EPI_ISL_1068224	2020-06-23	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890140CD/2020	betacoronavirus	EPI_ISL_1068180	2020-06-10	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890173FB/2020	betacoronavirus	EPI_ISL_1068182	2020-06-09	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890084SS/2020	betacoronavirus	EPI_ISL_1068173	2020-06-08	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890083OP/2020	betacoronavirus	EPI_ISL_1068172	2020-06-06	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-L87-CD2691/2020	betacoronavirus	EPI_ISL_1060907	2020-05-27	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20891120MA/2020	betacoronavirus	EPI_ISL_1068200	2020-05-26	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20891135AS/2020	betacoronavirus	EPI_ISL_1068202	2020-05-26	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20894176SC/2020	betacoronavirus	EPI_ISL_1068244	2020-05-26	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20893858ML/2020	betacoronavirus	EPI_ISL_1068242	2020-05-21	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20891904JB/2020	betacoronavirus	EPI_ISL_1068218	2020-05-19	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890125FV/2020	betacoronavirus	EPI_ISL_1068177	2020-05-18	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20891105GG/2020	betacoronavirus	EPI_ISL_1068199	2020-05-15	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20892136AL/2020	betacoronavirus	EPI_ISL_1068219	2020-04-30	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890223JC/2020	betacoronavirus	EPI_ISL_1068186	2020-04-30	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890352JA/2020	betacoronavirus	EPI_ISL_1068191	2020-04-29	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890206CF/2020	betacoronavirus	EPI_ISL_1068184	2020-04-28	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140522MA/2020	betacoronavirus	EPI_ISL_1068087	2020-04-27	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140488MF/2020	betacoronavirus	EPI_ISL_1068086	2020-04-23	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140452MJ-R1/2020	betacoronavirus	EPI_ISL_1034305	2020-04-22	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140447AV/2020	betacoronavirus	EPI_ISL_1068083	2020-04-22	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-34075-R1-1P/2020	betacoronavirus	EPI_ISL_2466266	2020-04-22	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140481LB/2020	betacoronavirus	EPI_ISL_1068085	2020-04-20	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890204ML/2020	betacoronavirus	EPI_ISL_1068183	2020-04-17	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890023DP/2020	betacoronavirus	EPI_ISL_1068164	2020-04-17	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890661CB/2020	betacoronavirus	EPI_ISL_1068195	2020-04-16	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890111DM/2020	betacoronavirus	EPI_ISL_1068176	2020-04-14	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890024PL/2020	betacoronavirus	EPI_ISL_1068165	2020-04-13	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20250329LS/2020	betacoronavirus	EPI_ISL_1068117	2020-04-09	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140283VA/2020	betacoronavirus	EPI_ISL_1068081	2020-04-09	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20890128FE/2020	betacoronavirus	EPI_ISL_1068178	2020-04-07	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-FIOCRUZ-20140273IA/2020	betacoronavirus	EPI_ISL_1068080	2020-04-07	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-0205/2020	betacoronavirus	EPI_ISL_470572	2020-04-02	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-0203/2020	betacoronavirus	EPI_ISL_470570	2020-04-02	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-0201/2020	betacoronavirus	EPI_ISL_470568	2020-04-01	South America	Brazil	Amazonas
hCoV-19/Brazil/AM-0202/2020	betacoronavirus	EPI_ISL_470569	2020-04-01	South America	Brazil	Amazonas
hCoV-19/Brazil/BA-11/2020	betacoronavirus	EPI_ISL_978496	2020-06-28	South America	Brazil	Bahia
hCoV-19/Brazil/BA-LACEN-164/2020	betacoronavirus	EPI_ISL_1583703	2020-06-26	South America	Brazil	Bahia
hCoV-19/Brazil/BA-LACEN-120/2020	betacoronavirus	EPI_ISL_1583648	2020-06-17	South America	Brazil	Bahia
hCoV-19/Brazil/BA-LACEN-141/2020	betacoronavirus	EPI_ISL_1583669	2020-06-11	South America	Brazil	Bahia
hCoV-19/Brazil/BA-UFOB-00454/2020	betacoronavirus	EPI_ISL_12742569	2020-06-02	South America	Brazil	Bahia
hCoV-19/Brazil/BA-08/2020	betacoronavirus	EPI_ISL_1068322	2020-05-30	South America	Brazil	Bahia
hCoV-19/Brazil/BA-84/2020	betacoronavirus	EPI_ISL_1068367	2020-05-27	South America	Brazil	Bahia
hCoV-19/Brazil/BA-81/2020	betacoronavirus	EPI_ISL_1068364	2020-05-17	South America	Brazil	Bahia
hCoV-19/Brazil/BA-89/2020	betacoronavirus	EPI_ISL_1068372	2020-05-17	South America	Brazil	Bahia
hCoV-19/Brazil/BA-UFOB-00051/2020	betacoronavirus	EPI_ISL_12742563	2020-05-14	South America	Brazil	Bahia
hCoV-19/Brazil/BA-91/2020	betacoronavirus	EPI_ISL_1068374	2020-05-09	South America	Brazil	Bahia
hCoV-19/Brazil/BA-80/2020	betacoronavirus	EPI_ISL_1068363	2020-05-05	South America	Brazil	Bahia
hCoV-19/Brazil/BA-06/2020	betacoronavirus	EPI_ISL_1068320	2020-04-27	South America	Brazil	Bahia
hCoV-19/Brazil/BA-67/2020	betacoronavirus	EPI_ISL_3506980	2020-04-26	South America	Brazil	Bahia
hCoV-19/Brazil/BA-103/2020	betacoronavirus	EPI_ISL_1068386	2020-04-26	South America	Brazil	Bahia
hCoV-19/Brazil/BA-FIOCRUZ-PVM893/2020	betacoronavirus	EPI_ISL_12173854	2020-04-26	South America	Brazil	Bahia
hCoV-19/Brazil/BA-01/2020	betacoronavirus	EPI_ISL_1068315	2020-04-25	South America	Brazil	Bahia
hCoV-19/Brazil/BA-99/2020	betacoronavirus	EPI_ISL_1068382	2020-04-23	South America	Brazil	Bahia
hCoV-19/Brazil/BA-97/2020	betacoronavirus	EPI_ISL_1068380	2020-04-22	South America	Brazil	Bahia
hCoV-19/Brazil/BA-78/2020	betacoronavirus	EPI_ISL_3506991	2020-04-22	South America	Brazil	Bahia
hCoV-19/Brazil/BA-72/2020	betacoronavirus	EPI_ISL_3506985	2020-04-22	South America	Brazil	Bahia
hCoV-19/Brazil/BA-109/2020	betacoronavirus	EPI_ISL_1068392	2020-04-22	South America	Brazil	Bahia
hCoV-19/Brazil/BA-FIOCRUZ-PVM449/2020	betacoronavirus	EPI_ISL_12173805	2020-04-22	South America	Brazil	Bahia
hCoV-19/Brazil/BA-100/2020	betacoronavirus	EPI_ISL_1068383	2020-04-20	South America	Brazil	Bahia
hCoV-19/Brazil/BA-40/2020	betacoronavirus	EPI_ISL_978525	2020-04-19	South America	Brazil	Bahia
hCoV-19/Brazil/BA-65/2020	betacoronavirus	EPI_ISL_3506978	2020-04-16	South America	Brazil	Bahia
